X,Y,OBJECTID,l_ep_maj,l_type,sous_cat,sous_cat2,sous_cat3,label,reseau1,reseau2,reseau3,reseau4,reseau5,adresse,type_lieu
653510.193300001,6861761.5442,1109,GALERIE MORETTI,galerie d'art,,,,,,,,,,10 RUE SIMON LE FRANC,Commerces de l'art et d'antiquités
651353.187299997,6861762.1238,1110,BRISSON,galerie d'art,,,,,,,,,,6 RUE DU PRÉ AUX CLERCS,Commerces de l'art et d'antiquités
651610.669200003,6861762.8846,1111,GALERIE WAGNER,galerie d'art,,,,,,,,,,72 RUE MAZARINE,Commerces de l'art et d'antiquités
651850.0079,6861763.7509,1112,,bouquiniste,,,,,,,,,,12 QUAI MALAQUAIS,Commerces du livre
650568.280000001,6861767.0034,1113,REFLETS D'EPOQUES,antiquaire,,,,,,,,,,53 RUE DU FAUBOURG MONTMARTRE,Commerces de l'art et d'antiquités
650593.891199999,6861767.9064,1114,PAL PROJECT,galerie d'art,,,,,,,,,,23 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
657514.846600004,6861768.4223,1115,ABCD / ART BRUT - COLLECTION BRUNO DECHARME,galerie d'art,,,,,,,,,,143 RUE DE LA COMMUNE DE PARIS,Commerces de l'art et d'antiquités
651433.160899997,6861769.1095,1116,OLIVIER WALTMAN,galerie d'art,,,,,,,,,,42 RUE DE SEINE,Commerces de l'art et d'antiquités
651275.875500001,6861769.7623,1117,ANAIS RHEINER,galerie d'art,,,,,,,,,,35 RUE JACOB,Commerces de l'art et d'antiquités
653809.465899996,6861769.9312,1118,L'ŒIL DE LA BASTILLE - GALERIE D'ART FAMILIALE,galerie d'art,,,,,,,,,,102 BOULEVARD DIDEROT,Commerces de l'art et d'antiquités
651841.7029,6861770.3883,1119,,bouquiniste,,,,,,,,,,12 QUAI MALAQUAIS,Commerces du livre
651445.3851,6861772.6097,1120,GALERIE IMANE FARES,galerie d'art,,,,,,,,,,RUE JACQUES CALLOT & RUE DE SEINE,Commerces de l'art et d'antiquités
651834.514700003,6861775.7906,1121,,bouquiniste,,,,,,,,,,12 QUAI MALAQUAIS,Commerces du livre
654782.404899999,6861775.8459,1122,L'APPEL DU LIVRE,librairie,généraliste, , , , , , , , ,120 RUE RAYMOND LOSSERAND,Commerces du livre
651431.489399999,6861776.4414,1123,FREDERIC MOISAN,galerie d'art,,,,,,,,,,41 RUE DE SEINE,Commerces de l'art et d'antiquités
651431.489399999,6861776.4414,1124,HAPART,antiquaire,,,,,,,,,,13 RUE DE BEAUNE,Commerces de l'art et d'antiquités
654949.670599997,6861778.4383,1125,A LIVR'OUVERT,librairie,généraliste, , , ,Leslibraires.fr,Paris Librairies,Place des Libraires,Lalibrairie.com, ,5 RUE DE L'ESPÉRANCE,Commerces du livre
651010.697700001,6861778.5372,1126,L'ECUME DES PAGES,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires, , , ,184 RUE DU FAUBOURG SAINT-HONORÉ,Commerces du livre
651293.226800002,6861781.0243,1127,L'ECHAUDE,galerie d'art,,,,,,,,,,46-58 RUE MAZARINE,Commerces de l'art et d'antiquités
651827.0942,6861781.3343,1128,,bouquiniste,,,,,,,,,,12 QUAI MALAQUAIS,Commerces du livre
646082.777999997,6861781.818,1129,RIESNER ANTIQUITES,antiquaire,,,,,,,,,,235 RUE DE LA CONVENTION,Commerces de l'art et d'antiquités
651302.532300003,6861783.1291,1130,GALERIE DOC 15,galerie d'art,,,,,,,,,,52 RUE MAZARINE,Commerces de l'art et d'antiquités
651302.532300003,6861783.1291,1131,MARTINEZ,galerie d'art,,,,,,,,,,52 RUE MAZARINE,Commerces de l'art et d'antiquités
651619.735699996,6861783.8,1132,GALERIE DES GRANDS AUGUSTINS,galerie d'art,,,,,,,,,,PASSAGE DAUPHINE & RUE MAZARINE,Commerces de l'art et d'antiquités
650710.362899996,6861784.2719,1133,FONDATION NATIONALE DES SCIENCES POLITIQUES,librairie,maison d'édition, , , , , , , , ,17 RUE ALEXANDRE PARODI,Commerces du livre
653310.878300004,6861784.8872,1134,LIBRAIRIE DE L'HOTEL DE SULLY,librairie,spécialisée,arts,patrimoine, ,Paris Librairies,Place des Libraires, , , ,RUE BASSE-DES-CARMES & RUE DE LA MONTAGNE SAINTE-GENEVIÈVE,Commerces du livre
651158.5471,6861786.4389,1135,FOL'A,galerie d'art,,,,,,,,,,6 RUE DE L'ECHAUDÉ,Commerces de l'art et d'antiquités
651819.663999997,6861787.0681,1136,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
651640.139600001,6861789.0584,1137,MALAIKA,galerie d'art,,,,,,,,,,1-17 RUE VISCONTI,Commerces de l'art et d'antiquités
651350.583400004,6861792.7431,1138,L'AMOUR DE L'ART,galerie d'art,,,,,,,,,,IMPASSE PAUL-LOUIS COURIER & RUE PAUL-LOUIS COURIER,Commerces de l'art et d'antiquités
650326.080899999,6861792.9476,1139,ETIENNE LEVY,antiquaire,,,,,,,,,,PLACE COLETTE & GALERIE DE NEMOURS,Commerces de l'art et d'antiquités
652633.514899999,6861793.6529,1140,,bouquiniste,,,,,,,,,,144 VOIE GEORGES POMPIDOU,Commerces du livre
651809.6598,6861794.7063,1141,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
651649.835699998,6861797.4197,1142,LIBRAIRIE HOGIER,librairie,spécialisée,livres rares, , , , , , , ,24 RUE DE MAUBEUGE,Commerces du livre
651649.835699998,6861797.4197,1143,PUGNO LIBRAIRIE MUSICALE,librairie,spécialisée,musicale, , , , , , , ,144 BOULEVARD MACDONALD,Commerces du livre
652624.931599997,6861798.9354,1144,,bouquiniste,,,,,,,,,,144 VOIE GEORGES POMPIDOU,Commerces du livre
651349.920599997,6861800.6185,1145,GALERIE ARCTURUS,galerie d'art,,,,,,,,,,21 AVENUE DE LA MOTTE-PICQUET,Commerces de l'art et d'antiquités
651801.839000002,6861800.792,1146,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
652708.497599997,6861803.0045,1147,LE PIETON DE PARIS,librairie,spécialisée,aire culturelle,paris, , , , , , ,41 RUE MONGE,Commerces du livre
652616.528800003,6861804.0309,1148,,bouquiniste,,,,,,,,,,144 VOIE GEORGES POMPIDOU,Commerces du livre
651633.255999997,6861806.476,1149,1 TO 7,galerie d'art,,,,,,,,,,PASSAGE DAUPHINE & RUE MAZARINE,Commerces de l'art et d'antiquités
651793.0484,6861807.4245,1150,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
651424.260300003,6861808.0876,1151,ERBK GALLERY,galerie d'art,,,,,,,,,,41 RUE DE SEINE,Commerces de l'art et d'antiquités
652608.872299999,6861808.7816,1152,,bouquiniste,,,,,,,,,,150 VOIE GEORGES POMPIDOU,Commerces du livre
650560.395400003,6861810.4219,1153,GALLIMARD,librairie,généraliste, , ,Librairie de Référence,Paris Librairies,Place des Libraires, , , ,34B RUE DE DUNKERQUE,Commerces du livre
651126.400700003,6861811.0207,1154,YELLOWKORNER LA HUNE,galerie d'art,,,,,,,,,,138 RUE DES ROSIERS,Commerces de l'art et d'antiquités
651126.361900002,6861811.0269,1155,LA HUNE,librairie,spécialisée,arts,photographie, , , , , , ,53 RUE DE ROME,Commerces du livre
651126.361900002,6861811.0269,1156,LA HUNE,galerie d'art,galerie librairie,,,,,,,,,14 RUE DE L'ECHAUDÉ,Commerces de l'art et d'antiquités
650409.6567,6861811.0536,1157,KIN LIOU,antiquaire,,,,,,,,,,1 RUE PIERRE SÉMARD,Commerces de l'art et d'antiquités
651327.239299998,6861811.6299,1158,PAUL OLLIVARY,antiquaire,,,,,,,,,,7 RUE DU BAC,Commerces de l'art et d'antiquités
652600.711800002,6861813.8595,1159,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
653211.870700002,6861814.2553,1160,LIBRAIRIE DU MARAIS,librairie,spécialisée,livres rares, , , , , , , ,2 RUE EDOUARD QUÉNU,Commerces du livre
651783.730300002,6861814.6718,1161,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
651540.769299999,6861817.2062,1162,ELLIA,galerie d'art,,,,,,,,,,10 RUE JACQUES CALLOT,Commerces de l'art et d'antiquités
651267.990599997,6861817.6417,1163,YVELINE,antiquaire,,,,,,,,,,44 RUE DE LILLE,Commerces de l'art et d'antiquités
652698.196000002,6861818.4919,1164,GAD COLLECTION,galerie d'art,,,,,,,,,,17 RUE DES FEUILLANTINES,Commerces de l'art et d'antiquités
652592.926100001,6861818.6122,1165,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
652639.627499998,6861821.7967,1166,AU PONT LOUIS PHILIPPE,antiquaire,,,,,,,,,,15 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
651773.140000001,6861822.694,1167,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
652584.932400003,6861823.5116,1168,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
652775.386100002,6861824.8132,1169,MAKER SEINE,galerie d'art,,,,,,,,,,4 PLACE DES VOSGES,Commerces de l'art et d'antiquités
651431.307499997,6861827.0601,1170,CYRIL GUERNIERI,galerie d'art,,,,,,,,,,32 RUE DE SEINE,Commerces de l'art et d'antiquités
651418.851300001,6861827.3737,1171,LES TRESORS DE PERSE,galerie d'art,,,,,,,,,,RUE DE SEINE & RUE DE L'ÉCHAUDÉ,Commerces de l'art et d'antiquités
651418.851300001,6861827.3737,1172,BERNARDAUD,galerie d'art,,,,,,,,,,RUE DE SEINE & RUE DE L'ÉCHAUDÉ,Commerces de l'art et d'antiquités
652576.174599998,6861828.8488,1173,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
651762.943400003,6861830.8874,1174,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
653472.536700003,6861833.075,1175,MARCIANO,galerie d'art,,,,,,,,,,17 RUE DES BEAUX-ARTS,Commerces de l'art et d'antiquités
651347.0858,6861834.5907,1176,DE L'EUROPE,galerie d'art,,,,,,,,,,2 RUE DE LUYNES,Commerces de l'art et d'antiquités
651347.0858,6861834.5907,1177,DE L'EUROPE,galerie d'art,,,,,,,,,,1 RUE MONTALEMBERT,Commerces de l'art et d'antiquités
652566.833099999,6861834.6074,1178,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
651115.712300003,6861835.0049,1179,ASSOULINE,librairie,spécialisée,arts, , , , , , , ,27 AVENUE DUQUESNE,Commerces du livre
651115.712300003,6861835.0049,1180,TRAITS D'ESPRITS,librairie,spécialisée,bande dessinée, , ,Paris Librairies,Place des Libraires,Canal BD, , ,25 RUE D'ALSACE,Commerces du livre
650405.846799999,6861835.2601,1181,ANTIQUAIRE,antiquaire,,,,,,,,,,18 AVENUE TRUDAINE,Commerces de l'art et d'antiquités
651755.655299999,6861837.0246,1182,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
653457.162199996,6861837.1594,1183,MARCIANO CONTEMPORARY,galerie d'art,,,,,,,,,,14 RUE DES BEAUX-ARTS,Commerces de l'art et d'antiquités
653457.162199996,6861837.1594,1184,GALERIE HUGO,galerie d'art,,,,,,,,,,15 RUE DES BEAUX-ARTS,Commerces de l'art et d'antiquités
654610.581100002,6861837.8116,1185,ART LITHOGRAPHIES,galerie d'art,,,,,,,,,,125 RUE JEANNE D'ARC,Commerces de l'art et d'antiquités
655017.512199998,6861839.1391,1186,LE GENIE DE LA BASTILLE,galerie d'art,,,,,,,,,,PASSAGE DE LA VOÛTE & RUE DE LA VOÛTE,Commerces de l'art et d'antiquités
652559.401600003,6861839.1624,1187,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
651336.394500002,6861839.4115,1188,ABORIGENE,galerie d'art,,,,,,,,,,12 RUE DE LILLE,Commerces de l'art et d'antiquités
651336.394500002,6861839.4115,1189,SCRIVES,galerie d'art,,,,,,,,,,16 RUE DE LILLE,Commerces de l'art et d'antiquités
646476.089000002,6861839.4888,1190,AU SINGE VIOLET,antiquaire,,,,,,,,,,6 RUE ROYALE,Commerces de l'art et d'antiquités
651417.030100003,6861839.4918,1191,MEUBLES ET LUMIERE,galerie d'art,,,,,,,,,,RUE DE SEINE & RUE DE L'ÉCHAUDÉ,Commerces de l'art et d'antiquités
651325.890600003,6861840.2418,1192,MINIMA,galerie d'art,,,,,,,,,,41 RUE MAZARINE,Commerces de l'art et d'antiquités
652788.575099997,6861840.7689,1193,FONDATION H,galerie d'art,,,,,,,,,,9 PLACE DES VOSGES,Commerces de l'art et d'antiquités
652695.112599999,6861840.9215,1194,LA GALERIE ROUGE,galerie d'art,,,,,,,,,,41-45 RUE DAUBENTON,Commerces de l'art et d'antiquités
652695.112599999,6861840.9215,1195,AVION DESIGN,antiquaire,,,,,,,,,,1-37 RUE LAMARTINE,Commerces de l'art et d'antiquités
652713.801700003,6861842.1572,1196,L'ART D'ENCADRER,galerie d'art,encadrement et galerie d'art,,,,,,,,,24 RUE DES FOSSÉS SAINT-BERNARD,Commerces de l'art et d'antiquités
652552.125799999,6861843.6322,1197,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
650756.338100001,6861844.2924,1198,SCIENCESPO LIBRAIRIE - LIBRAIRIE DES SCIENCES POLITIQUES,librairie,spécialisée,sciences,SHS, ,Paris Librairies,Place des Libraires, , , ,54 AVENUE JEAN BAPTISTE CLEMENT,Commerces du livre
651747.746299997,6861844.8307,1199,,bouquiniste,,,,,,,,,,QUAI FRANÇOIS MITTERRAND,Commerces du livre
651288.441200003,6861846.2194,1200,FURSTENBERG,galerie d'art,,,,,,,,,,7B RUE DES SAINTS-PÈRES,Commerces de l'art et d'antiquités
654999.342900001,6861846.3252,1201,JOE'S & CO,antiquaire,,,,,,,,,,4-46 PASSAGE JOUFFROY,Commerces de l'art et d'antiquités
654196.879299998,6861846.6036,1202,AKIE ARIACHI,galerie d'art,,,,,,,,,,26 PLACE DENFERT-ROCHEREAU,Commerces de l'art et d'antiquités
651335.637100004,6861847.9457,1203,GRILLON,galerie d'art,,,,,,,,,,6 RUE DE LILLE,Commerces de l'art et d'antiquités
652543.613300003,6861849.0115,1204,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
651282.653499998,6861849.3349,1205,DAVID GEZELBASH,galerie d'art,,,,,,,,,,13 RUE DES SAINTS-PÈRES,Commerces de l'art et d'antiquités
651345.483099997,6861850.9339,1206,ANDREA ANDRIYA,galerie d'art,,,,,,,,,,35 RUE DE LILLE,Commerces de l'art et d'antiquités
651345.483099997,6861850.9339,1207,HERVE COURBAIGNE,galerie d'art,,,,,,,,,,35 RUE DE LILLE,Commerces de l'art et d'antiquités
651345.483099997,6861850.9339,1208,GALERIE DOCUMENTS,galerie d'art,,,,,,,,,,48 RUE DE LILLE,Commerces de l'art et d'antiquités
651345.483099997,6861850.9339,1209,JEANNE BUCHER,galerie d'art,,,,,,,,,,89 RUE DE LILLE,Commerces de l'art et d'antiquités
653507.819399998,6861851.7556,1210,SYVIA RIELLE,galerie d'art,,,,,,,,,,4 RUE BONAPARTE,Commerces de l'art et d'antiquités
653507.819399998,6861851.7556,1211,FIRENZE,antiquaire,,,,,,,,,,6B RUE DES SAINTS-PÈRES,Commerces de l'art et d'antiquités
652906.2667,6861852.5472,1212,POIESIS DES ARTS,galerie d'art,,,,,,,,,,12 RUE DE L'ARBALÈTE,Commerces de l'art et d'antiquités
651740.277199998,6861852.8337,1213,,bouquiniste,,,,,,,,,,TUNNEL DES TUILLERIES,Commerces du livre
651322.932899997,6861852.9014,1214,LE COIN DES ARTS,galerie d'art,,,,,,,,,,46-58 RUE MAZARINE,Commerces de l'art et d'antiquités
651413.892899998,6861853.156,1215,ESPACE.54,galerie d'art,,,,,,,,,,RUE JACQUES CALLOT & RUE DE SEINE,Commerces de l'art et d'antiquités
651413.892899998,6861853.156,1216,GALERIE ROLF RUCKERT,galerie d'art,,,,,,,,,,RUE DE SEINE & RUE VISCONTI,Commerces de l'art et d'antiquités
651541.311399996,6861853.896,1217,GALERIE KREO,galerie d'art,,,,,,,,,,28 RUE MAZARINE,Commerces de l'art et d'antiquités
651541.311399996,6861853.896,1218,GALERIE KREO,galerie d'art,,,,,,,,,,29 RUE MAZARINE,Commerces de l'art et d'antiquités
652534.717299998,6861854.2143,1219,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
654040.5211,6861854.5371,1220,LA MANOEUVRE,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires,Librest,Lalibrairie.com, ,184 AVENUE DE CHOISY,Commerces du livre
651524.764799997,6861854.7471,1221,COULEUR DU TEMPS,librairie,spécialisée,livres d'occasion, , , , , , , ,17 RUE DU BAC,Commerces du livre
651524.764799997,6861854.7471,1222,GALERIE PERAHIA,galerie d'art,,,,,,,,,,26 RUE MAZARINE,Commerces de l'art et d'antiquités
651465.961999997,6861855.1533,1223,POUENAT,galerie d'art,,,,,,,,,,19 RUE MAZARINE,Commerces de l'art et d'antiquités
651271.831600003,6861855.1648,1224,GAZELBAC,galerie d'art,,,,,,,,,,17 RUE DES SAINTS-PÈRES,Commerces de l'art et d'antiquités
651271.831600003,6861855.1648,1225,GALERIE MOTTE MASSELINK,galerie d'art,,,,,,,,,,21 RUE DES SAINTS-PÈRES,Commerces de l'art et d'antiquités
651271.831600003,6861855.1648,1226,GALERIE 1492,galerie d'art,,,,,,,,,,17 RUE DE SAVOIE,Commerces de l'art et d'antiquités
651271.831600003,6861855.1648,1227,LE DOUZE,antiquaire,,,,,,,,,,33 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
651334.916500002,6861856.0826,1228,JEAN DAVID BOTELLA,galerie d'art,,,,,,,,,,21 RUE LAS CASES,Commerces de l'art et d'antiquités
651334.916500002,6861856.0826,1229,LAURENT LE PUYBAUDET,galerie d'art,,,,,,,,,,3 RUE DE LILLE,Commerces de l'art et d'antiquités
651480.877400003,6861857.6059,1230,FLOS,galerie d'art,,,,,,,,,,19 RUE MAZARINE,Commerces de l'art et d'antiquités
652579.407300003,6861857.9628,1231,LIBRAIRIE DU COMPAGNONNAGE,librairie,spécialisée,technique,bâtiment, , , , , , ,79 RUE CLAUDE BERNARD,Commerces du livre
652524.680500001,6861860.3451,1232,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
651732.846299998,6861860.8674,1233,,bouquiniste,,,,,,,,,,TUNNEL DES TUILLERIES,Commerces du livre
654174.125699997,6861860.9811,1234,MANGA DORI,librairie,spécialisée,bande dessinée,manga, , , , , , ,9 RUE MARIE ROSE,Commerces du livre
651411.5779,6861863.2842,1235,ARCHIVES,librairie,spécialisée,livres rares, , , , , , , ,55 RUE DE BOURGOGNE,Commerces du livre
651411.5779,6861863.2842,1236,GALERIE RENAUD VANUXEM,galerie d'art,,,,,,,,,,35 RUE DE SEINE,Commerces de l'art et d'antiquités
651411.5779,6861863.2842,1237,DOUBLE THINK DESIGN,galerie d'art,,,,,,,,,,RUE JACQUES CALLOT & RUE DE SEINE,Commerces de l'art et d'antiquités
651327.8279,6861863.3921,1238,GALERIE CATHERINE &ANDRE HUG,galerie d'art,,,,,,,,,,12-42 RUE MAZARINE,Commerces de l'art et d'antiquités
653257.0766,6861864.9538,1239,MARIE VITOUX,galerie d'art,,,,,,,,,,27 RUE DE BIÈVRE,Commerces de l'art et d'antiquités
652712.306599997,6861866.8733,1240,GALERIE GRES,galerie d'art,,,,,,,,,,PLACE DE L'ESTRAPADE & RUE DES FOSSÉS SAINT-JACQUES,Commerces de l'art et d'antiquités
655343.3486,6861866.957,1241,GALERIE,galerie d'art,,,,,,,,,,3 RUE ERNEST RENAN,Commerces de l'art et d'antiquités
652730.230999999,6861867.0685,1242,MEMORIAL DE LA SHOAH,librairie,spécialisée,histoire,shoah, , , , , , ,21 RUE DES ECOLES,Commerces du livre
652512.6457,6861867.8268,1243,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
651343.926700003,6861868.0367,1244,ETERNITY,galerie d'art,,,,,,,,,,32 RUE DE LILLE,Commerces de l'art et d'antiquités
648987.255099997,6861870.1698,1245,LIBRAIRIE VINCENT,librairie,spécialisée,livres rares, , , , , , , ,8 RUE SAINT-AMBROISE,Commerces du livre
652882.160099998,6861870.5248,1246,LIBRAIRIE MICHELE IGNAZI,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires, , , ,7 RUE DE L'ECOLE POLYTECHNIQUE,Commerces du livre
651723.121100001,6861871.2496,1247,,bouquiniste,,,,,,,,,,VOIE GEORGES POMPIDOU & TUNNEL DES TUILLERIES,Commerces du livre
651330.254299998,6861871.3015,1248,LUMAS,galerie d'art,,,,,,,,,,56 AVENUE DE LA BOURDONNAIS,Commerces de l'art et d'antiquités
651409.596600004,6861872.0487,1249,LELIA MORDOCH,galerie d'art,,,,,,,,,,35 RUE DE SEINE,Commerces de l'art et d'antiquités
650083.780500002,6861872.5201,1250,GALERIE 55,galerie d'art,,,,,,,,,,36 AVENUE MATIGNON,Commerces de l'art et d'antiquités
655023.818400003,6861873.8323,1251,LA FRICHE,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires, , , ,15 RUE DES CINQ DIAMANTS,Commerces du livre
652502.431199998,6861873.8751,1252,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
652695.373300001,6861874.4217,1253,LIBRAIRIE MONASTICA,librairie,spécialisée,religion,christianisme, , , , , , ,21B RUE DES ECOLES,Commerces du livre
651419.123199999,6861876.3066,1254,GALERIE THOME,galerie d'art,,,,,,,,,,28 RUE DE SEINE,Commerces de l'art et d'antiquités
651419.123199999,6861876.3066,1255,ALAIN LE GAILLAR,galerie d'art,,,,,,,,,,29 RUE DE SEINE,Commerces de l'art et d'antiquités
651419.123199999,6861876.3066,1256,NOIR D'IVOIRE,galerie d'art,,,,,,,,,,30 RUE DE SEINE,Commerces de l'art et d'antiquités
651227.335199997,6861878.9913,1257,GALERIE EBERWEIN,antiquaire,,,,,,,,,,13 RUE DU BAC,Commerces de l'art et d'antiquités
651407.669500001,6861879.8918,1258,3 SERISES SUR UNE ETAGERE,galerie d'art,,,,,,,,,,35 RUE DE SEINE,Commerces de l'art et d'antiquités
651508.374700002,6861879.9544,1259,CABINET MARCILHAC,galerie d'art,,,,,,,,,,47 RUE DE SEINE,Commerces de l'art et d'antiquités
651343.309900001,6861880.2017,1260,CLAUDINE LEGRAND,galerie d'art,,,,,,,,,,RUE ALLENT & RUE DE LILLE,Commerces de l'art et d'antiquités
651343.309900001,6861880.2017,1261,GALERIE MARIE LAURE DE L'ECOTAIS,galerie d'art,,,,,,,,,,23 RUE DE LILLE,Commerces de l'art et d'antiquités
651333.066,6861880.2038,1262,PROTEE,galerie d'art,,,,,,,,,,24 AVENUE DE LA BOURDONNAIS,Commerces de l'art et d'antiquités
651333.066,6861880.2038,1263,NYA NORDISKA,galerie d'art,,,,,,,,,,26 AVENUE DE LA BOURDONNAIS,Commerces de l'art et d'antiquités
651714.559,6861880.8376,1264,,bouquiniste,,,,,,,,,,154 VOIE GEORGES POMPIDOU,Commerces du livre
651200.218199998,6861882.2841,1265,METAMORPHOSES LIBRAIRIE,librairie,spécialisée,livres rares, , , , , , , ,47 RUE DE CLICHY,Commerces du livre
653358.631399997,6861883.1484,1266,GALAXIE DES ARTS,galerie d'art,,,,,,,,,,17 RUE DES BEAUX-ARTS,Commerces de l'art et d'antiquités
653358.631399997,6861883.1484,1267,ELLIA ART GALERIE,galerie d'art,,,,,,,,,,3 RUE BONAPARTE,Commerces de l'art et d'antiquités
654349.220299996,6861883.99,1268,ADUNA,galerie d'art,,,,,,,,,,PROMENADE PLANTÉE,Commerces de l'art et d'antiquités
658862.563299999,6861885.0353,1269,LIBERTALIA,librairie,généraliste, , , ,Paris Librairies,Librairies 93,Place des Libraires, , ,17 RUE JEAN JAURÈS,Commerces du livre
651114.457199998,6861886.5636,1270,BONAPART,galerie d'art,,,,,,,,,,45 RUE JACOB,Commerces de l'art et d'antiquités
651559.750200003,6861886.6424,1271,GALLERY 21,galerie d'art,,,,,,,,,,19 RUE MAZARINE,Commerces de l'art et d'antiquités
654160.363300003,6861888.4746,1272,DOROTHY'S GALLERY,galerie d'art,,,,,,,,,,8B RUE DU COUÉDIC,Commerces de l'art et d'antiquités
651342.420900002,6861888.901,1273,LARA VINCY,galerie d'art,,,,,,,,,,18 RUE DE LILLE,Commerces de l'art et d'antiquités
651706.360399999,6861890.1135,1274,,bouquiniste,,,,,,,,,,154 VOIE GEORGES POMPIDOU,Commerces du livre
